sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the red sphere roll the blue dome,roll,blue Dome,theme ,green Tower, ,red Sphere,agent ,0.0000,0.9025,0.4695,0.0000,0.0000,0.3934,0.0000,0.0000,0.0000,0.0000,0.0000,0.9547,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9319,0.0000,0.0000,0.9934,0.5656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9803,0.3560,0.9230,0.3729,0.0000,0.0000,0.3243,0.0000,0.0000,0.9018,0.1171,0.3596
the grey cylinder hop,hop,grey Cylinder,agent ,red Sphere, ,purple Cone, ,0.0000,0.3365,0.8132,0.0000,0.0000,0.5004,0.0000,0.0000,0.0000,0.0000,0.2996,0.0995,0.5194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1351,0.5107,0.0000,0.2365,0.2382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9841,0.0192,0.0809,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.1000
the blue cone hop,hop,blue Cone,agent ,purple Cylinder, ,green Cube, ,0.0000,0.7307,0.3792,0.0000,0.0000,0.4937,0.0000,0.0000,0.0000,0.0000,0.0972,0.2996,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2790,0.1914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0807,0.0180,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the green cube roll the purple sphere to the grey dome,roll,grey Dome,recipient ,green Cube,agent ,purple Sphere,theme ,0.0000,0.4060,0.9004,0.0000,0.0000,0.4380,0.0000,0.0000,0.0000,0.0000,0.9152,1.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9843,0.0000,0.9975,0.0000,0.0000,0.2712,0.9155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1190,0.9161,0.9950,0.0000,0.0000,0.3102,0.0000,0.0000,0.2563,0.3455,0.3531,0.9425
the yellow tower give the green cylinder to the red sphere,give,yellow Tower,agent ,green Cylinder,theme ,red Sphere,recipient ,0.0000,0.7955,0.8004,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.9852,0.7787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3115,0.7478,0.0000,0.7951,1.0000,0.7951,0.0000,0.0000,0.0000,0.0000,0.3205,0.0000,1.0000,0.0000,0.0000,0.0000,0.9602,0.9958,0.9701,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3427,0.1000,0.3342
the yellow cylinder give the blue dome to the purple cube,give,blue Dome,theme ,purple Cube,recipient ,yellow Cylinder,agent ,0.0000,0.9150,0.8216,0.0000,0.0000,0.8024,0.0000,0.0000,0.0000,0.0000,1.0000,0.7866,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7387,0.7956,0.0000,1.0000,0.1598,0.1011,0.0000,0.0000,1.0000,0.3221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9961,0.9509,0.9747,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3315,0.3466
the blue cylinder spin,spin,green Dome, ,blue Cylinder,agent ,grey Tower, ,0.0000,0.2013,0.4867,0.0000,0.0000,0.7144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0219,0.2714,0.0000,0.0000,0.0000,0.0000,0.0401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0216,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9839,0.1000
the yellow cone spin,spin,yellow Cone,agent ,grey Cube, ,red Dome, ,0.0000,0.7011,0.2049,0.0000,0.0000,0.5037,0.0000,0.0000,0.0000,0.0000,0.1057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6914,0.0000,0.0000,0.7054,0.4523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.0808,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9794,0.1000,0.1000
the grey tower throw the yellow dome,throw,green Cylinder, ,grey Tower,agent ,yellow Dome,theme ,0.0000,0.3512,0.5401,0.0000,0.0000,0.5726,0.0000,0.0000,0.0000,0.0000,0.5154,0.0855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4973,0.0431,0.1585,0.0000,0.0000,0.0000,0.9975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3157,0.0000,0.0216,0.9150,0.9860,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3346,0.1000
the green tower roll the yellow dome to the blue sphere,roll,blue Sphere,recipient ,green Tower,agent ,yellow Dome,theme ,0.0000,0.4022,0.9119,0.0000,0.0000,0.4797,0.0000,0.0000,0.0000,0.0000,0.9511,0.7266,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9738,0.4833,0.9940,0.0000,0.0000,0.8522,0.9518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2055,0.9149,0.9788,0.0000,0.0000,0.4309,0.0000,0.0000,0.3230,0.3394,0.3516,0.9447
the grey cone spin,spin,yellow Cylinder, ,red Dome, ,grey Cone,agent ,0.0000,0.5072,0.7028,0.0000,0.0000,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.2988,0.2971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1995,0.4749,0.0000,0.2107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0215,0.0206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the purple dome throw the red cone,throw,purple Dome,agent ,red Cone,theme ,grey Tower, ,0.0000,0.5480,0.3731,0.0000,0.0000,0.5844,0.0000,0.0000,0.0000,0.0000,1.0000,0.2992,0.7486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9976,0.0000,0.0000,0.5415,0.0315,0.0000,0.0000,0.0000,0.0000,0.3110,0.0000,0.0000,0.0000,0.0000,0.0000,0.9225,0.9851,0.0197,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3532,0.1000,0.1000
the red cylinder flip,flip,red Cylinder,agent ,yellow Sphere, ,green Cone, ,0.0000,0.7401,0.2639,0.0000,0.0000,0.5080,0.0000,0.0000,0.0000,0.0000,0.1043,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1349,0.0000,0.0000,0.3159,0.2391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0809,0.0207,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8352,0.1000,0.1000
the yellow cube flip,flip,yellow Cube,agent ,red Cylinder, ,blue Tower, ,0.0000,0.3617,0.8620,0.0000,0.0000,0.4989,0.0000,0.0000,0.0000,0.0000,0.2999,0.0946,0.9698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9563,0.0000,0.1897,0.8946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0217,0.0781,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8666,0.1000,0.1000
the grey sphere flip,flip,grey Sphere,agent ,green Cone, ,purple Cylinder, ,0.0000,0.7756,0.2900,0.0000,0.0000,0.5069,0.0000,0.0000,0.0000,0.0000,0.0943,0.3000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3209,0.0000,0.0000,0.4574,0.4669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0806,0.0208,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8675,0.1000,0.1000
the purple dome give the blue cylinder to the green tower,give,purple Dome,agent ,green Tower,recipient ,blue Cylinder,theme ,0.0000,0.8021,0.8182,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9929,1.0000,0.9703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4848,0.0000,0.9999,0.0000,0.7938,0.7385,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3189,1.0000,0.0000,0.9435,0.9776,0.9948,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3305,0.3526,0.1000
the purple tower roll the green cube to the yellow sphere,roll,purple Tower,agent ,green Cube,theme ,yellow Sphere,recipient ,0.0000,0.4671,0.3880,0.0000,0.0000,0.9158,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9971,0.9932,0.0000,0.9261,0.9817,0.1004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9227,0.9714,0.3555,0.0000,0.4295,0.0000,0.0000,0.3229,0.0000,0.3401,0.9571,0.3526
the blue dome throw the purple cone,throw,blue Dome,agent ,red Cube, ,purple Cone,theme ,0.0000,0.4330,0.4851,0.0000,0.0000,0.8487,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.8220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,0.0000,0.1347,0.9979,0.5637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2914,0.0000,0.0000,0.9434,0.0216,0.9826,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3566,0.1000,0.1000
the blue dome hop,hop,yellow Cone, ,purple Sphere, ,blue Dome,agent ,0.0000,0.5033,0.9298,0.0000,0.0000,0.5497,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4456,0.0000,0.0000,0.0000,0.9723,0.0000,0.4410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.0189,0.9935,0.0000,0.0000,0.8203,0.0000,0.0000,0.7214,0.1000,0.1000,0.1000
the green tower spin,spin,yellow Dome, ,red Sphere, ,green Tower,agent ,0.0000,0.5013,0.1961,0.0000,0.0000,0.6947,0.0000,0.0000,0.0000,0.0000,0.2964,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0493,0.3153,0.0000,0.0000,0.3236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0196,0.0807,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9759
the grey cone hop,hop,green Sphere, ,grey Cone,agent ,purple Tower, ,0.0000,0.5186,0.4989,0.0000,0.0000,0.8834,0.0000,0.0000,0.0000,0.0000,0.6770,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6533,0.0000,0.0738,0.0000,0.0000,0.2231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.9915,0.0818,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue tower throw the green cone to the grey cylinder,throw,blue Tower,agent ,green Cone,theme ,grey Cylinder,recipient ,0.0000,0.4879,0.4445,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.5752,0.0000,0.7650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2126,0.9237,0.0000,0.7952,0.9981,0.8196,0.0000,0.0000,0.0000,0.0000,0.3033,0.0000,1.0000,0.0000,0.0000,0.0000,0.9428,0.9963,0.0199,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3361,0.1900,0.3432
the yellow tower spin,spin,blue Cylinder, ,red Sphere, ,yellow Tower,agent ,0.0000,0.4919,0.1893,0.0000,0.0000,0.6975,0.0000,0.0000,0.0000,0.0000,0.2984,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0651,0.3204,0.0000,0.0000,0.3165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0184,0.0800,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9809
the yellow cube throw the purple sphere,throw,grey Cone, ,purple Sphere,theme ,yellow Cube,agent ,0.0000,0.8160,0.4291,0.0000,0.0000,0.4915,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.2967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1179,0.7967,0.0000,0.0000,0.9979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2943,0.0000,0.0000,0.0000,0.0203,0.9828,0.9382,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3350
the grey cone flip,flip,green Sphere, ,grey Cone,agent ,red Tower, ,0.0000,0.7457,0.5076,0.0000,0.0000,0.2682,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0999,0.3386,0.0698,0.0000,0.2476,0.0000,0.2777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,0.9857,0.0205,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the purple dome roll the grey sphere,roll,purple Dome,agent ,red Cube, ,grey Sphere,theme ,0.0000,0.4137,0.3149,0.0000,0.0000,0.7755,0.0000,0.0000,0.0000,0.0000,0.3000,0.8382,0.9198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4522,0.9818,0.0000,0.9353,0.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9218,0.0204,0.9914,0.0000,0.0000,0.1636,0.0000,0.0000,0.0000,0.3470,0.1000,0.8068
the purple dome throw the grey cylinder,throw,purple Dome,agent ,grey Cylinder,theme ,yellow Cone, ,0.0000,0.4846,0.4213,0.0000,0.0000,0.8046,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9979,0.0000,0.3197,0.7813,0.0951,0.0000,0.0000,0.0000,0.0000,0.2730,0.0000,0.0000,0.0000,0.0000,0.0000,0.9444,0.9825,0.0194,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3477,0.1000,0.1000
the blue cone give the red tower to the green dome,give,blue Cone,agent ,red Tower,theme ,green Dome,recipient ,0.0000,0.7462,0.8011,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.9547,0.7915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3390,0.0000,0.8327,0.0000,0.7952,0.9998,0.7932,0.0000,0.0000,0.0000,0.0000,0.3221,0.0000,1.0000,0.0000,0.0000,0.0000,0.9780,0.9963,0.9212,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3400,0.1000,0.3308
the purple cone spin,spin,purple Cone,agent ,grey Tower, ,green Sphere, ,0.0000,0.7082,0.1966,0.0000,0.0000,0.4882,0.0000,0.0000,0.0000,0.0000,0.1071,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4898,0.0000,0.0000,0.5061,0.4563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0202,0.0785,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9837,0.1000,0.1000
the purple sphere flip,flip,green Cube, ,purple Sphere,agent ,red Dome, ,0.0000,0.7624,0.5052,0.0000,0.0000,0.2786,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2606,0.4045,0.6398,0.0000,0.4805,0.0000,0.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.9793,0.0194,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8674,0.1000
the purple sphere hop,hop,red Cylinder, ,purple Sphere,agent ,yellow Cone, ,0.0000,0.6392,0.4949,0.0000,0.0000,0.2873,0.0000,0.0000,0.0000,0.0000,0.0827,0.0000,0.0947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1340,0.9158,0.0000,0.4504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0785,0.9915,0.0205,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue cylinder throw the yellow cone to the green tower,throw,green Tower,recipient ,blue Cylinder,agent ,yellow Cone,theme ,0.0000,0.4367,0.9150,0.0000,0.0000,0.4658,0.0000,0.0000,0.0000,0.0000,0.9733,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9996,0.8148,0.4949,0.0000,0.0000,0.7952,0.9154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3157,0.0000,0.0211,0.9476,0.9950,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3429,0.3326,0.1900
the green dome spin,spin,green Dome,agent ,purple Sphere, ,yellow Cube, ,0.0000,0.2102,0.6966,0.0000,0.0000,0.5136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0951,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2885,0.2912,0.0000,0.0000,0.0000,0.0000,0.2868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.0217,0.0809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9824,0.1000,0.1000
the green sphere give the purple tower to the grey cylinder,give,grey Cylinder,recipient ,green Sphere,agent ,purple Tower,theme ,0.0000,0.8023,0.9150,0.0000,0.0000,0.8455,0.0000,0.0000,0.0000,0.0000,0.9825,1.0000,0.9852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7952,0.3055,0.0000,0.0000,0.7952,0.7632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3221,0.0000,0.9713,0.9607,0.9957,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3453,0.3507,0.1000
the purple cube give the grey sphere to the yellow tower,give,grey Sphere,theme ,purple Cube,agent ,yellow Tower,recipient ,0.0000,0.8582,0.9150,0.0000,0.0000,0.8016,0.0000,0.0000,0.0000,0.0000,0.7687,1.0000,0.4007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8017,0.7952,0.0000,0.0000,0.4347,0.7960,0.9999,0.0000,0.0000,0.3205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9954,0.9517,0.9745,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3545,0.3677
the yellow tower roll the grey cone,roll,blue Cube, ,grey Cone,theme ,yellow Tower,agent ,0.0000,0.9074,0.4051,0.0000,0.0000,0.4599,0.0000,0.0000,0.0000,0.0000,0.4963,0.9742,0.9030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0255,0.9845,0.3550,0.0000,0.9061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3565,0.9804,0.9287,0.0000,0.3107,0.0000,0.0000,0.3240,0.0000,0.2347,0.9772,0.3322
the red dome hop,hop,grey Cylinder, ,red Dome,agent ,purple Cone, ,0.0000,0.4484,0.5008,0.0000,0.0000,0.7652,0.0000,0.0000,0.0000,0.0000,0.3361,0.0000,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3022,0.4074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.9915,0.0782,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the grey cone throw the yellow tower,throw,red Cube, ,yellow Tower,theme ,grey Cone,agent ,0.0000,0.6149,0.3775,0.0000,0.0000,0.5388,0.0000,0.0000,0.0000,0.0000,0.1146,0.5712,0.2935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0434,0.5744,0.9022,0.0000,0.9977,0.3729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2988,0.0000,0.0000,0.0000,0.0191,0.9847,0.9284,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3278
the green sphere spin,spin,grey Cone, ,blue Cylinder, ,green Sphere,agent ,0.0000,0.5078,0.7004,0.0000,0.0000,0.2082,0.0000,0.0000,0.0000,0.0000,0.0000,0.2996,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3865,0.0000,0.0000,0.0000,0.0000,0.4034,0.3929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0816,0.0199,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the blue cube flip,flip,blue Cube,agent ,red Sphere, ,green Cone, ,0.0000,0.3427,0.8282,0.0000,0.0000,0.5076,0.0000,0.0000,0.0000,0.0000,0.2995,0.1030,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7036,0.0000,0.2994,0.5474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0204,0.0811,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the red cylinder hop,hop,purple Tower, ,grey Cone, ,red Cylinder,agent ,0.0000,0.5093,0.7292,0.0000,0.0000,0.2768,0.0000,0.0000,0.0000,0.0000,0.2991,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3562,0.0000,0.0000,0.0000,0.2308,0.7805,0.5049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0218,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the red cone flip,flip,red Cone,agent ,grey Cylinder, ,blue Cube, ,0.0000,0.5505,0.0593,0.0000,0.0000,0.5082,0.0000,0.0000,0.0000,0.0000,0.1072,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0797,0.0220,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the grey tower roll the red dome,roll,grey Tower,agent ,yellow Cylinder, ,red Dome,theme ,0.0000,0.4017,0.5038,0.0000,0.0000,0.6007,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3479,0.1531,0.9820,0.0000,0.9219,0.5218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9074,0.0215,0.9962,0.0000,0.0000,0.4308,0.0000,0.0000,0.3850,0.3390,0.1000,0.8387
the yellow tower throw the purple cylinder,throw,yellow Tower,agent ,green Cube, ,purple Cylinder,theme ,0.0000,0.3788,0.5338,0.0000,0.0000,0.6263,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5931,0.0000,0.0534,0.9977,0.4220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2744,0.0000,0.0000,0.9210,0.0211,0.9844,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3519,0.1000,0.1000
the red cube kick the blue sphere to the yellow tower,kick,red Cube,agent ,yellow Tower,recipient ,blue Sphere,theme ,0.0000,0.3952,0.4835,0.0000,0.0000,0.9117,0.0000,0.0000,0.0000,0.0000,0.2989,1.0000,0.9423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9969,0.0000,0.9835,0.0000,0.4212,0.9837,0.9984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9148,0.0196,0.9769,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3403,0.3420,0.1000
the green cone flip,flip,red Sphere, ,green Cone,agent ,purple Cube, ,0.0000,0.6401,0.5069,0.0000,0.0000,0.1615,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1230,0.3611,0.0000,0.2232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0803,0.9857,0.0210,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the red dome spin,spin,grey Cone, ,purple Tower, ,red Dome,agent ,0.0000,0.4817,0.7082,0.0000,0.0000,0.1899,0.0000,0.0000,0.0000,0.0000,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2802,0.0000,0.0000,0.0000,0.0000,0.2810,0.2805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0782,0.0181,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the red cone hop,hop,red Cone,agent ,blue Cylinder, ,grey Tower, ,0.0000,0.5309,0.9245,0.0000,0.0000,0.4914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0962,0.8754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1048,0.0000,0.8924,0.0000,0.0000,0.0000,0.1539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9920,0.0191,0.0791,0.8203,0.0000,0.0000,0.7214,0.0000,0.0000,0.1000,0.1000,0.1000
