sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38
the white cone hop,hop,yellow Cube, ,white Cone,agent ,red Tower, ,0.0000,0.7231,0.5151,0.0000,0.0000,0.4131,0.0000,0.0000,0.0000,0.0000,0.1034,0.0000,0.0907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2525,0.2148,0.0000,0.0815,0.9915,0.0215,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow cube throw the blue tower,throw,yellow Cube,agent ,blue Tower,theme ,red Cone, ,0.0000,0.4860,0.4150,0.0000,0.0000,0.7897,0.0000,0.0000,0.0000,0.0000,1.0000,0.2999,0.7657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1550,0.9977,0.0000,0.8241,0.7665,0.0974,0.0000,0.9436,0.9826,0.0190,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3428,0.0000,0.1000
the white cube flip,flip,white Cube,agent ,green Cone, ,yellow Sphere, ,0.0000,0.5974,0.1142,0.0000,0.0000,0.5049,0.0000,0.0000,0.0000,0.0000,0.0967,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2974,0.1826,0.0000,0.0000,0.0895,0.0000,0.0000,0.0000,0.9857,0.0814,0.0195,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the grey cube hop,hop,yellow Cylinder, ,grey Cube,agent ,green Cone, ,0.0000,0.8548,0.4983,0.0000,0.0000,0.5356,0.0000,0.0000,0.0000,0.0000,0.2206,0.3000,0.1019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3925,0.5630,0.0000,0.0785,0.9915,0.0212,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow sphere flip,flip,blue Cone, ,red Cylinder, ,yellow Sphere,agent ,0.0000,0.4855,0.0800,0.0000,0.0000,0.5938,0.0000,0.0000,0.0000,0.0000,0.2962,0.8385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0785,0.9792,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.7970
the yellow tower flip,flip,white Cube, ,yellow Tower,agent ,green Cone, ,0.0000,0.1823,0.5151,0.0000,0.0000,0.6459,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,0.9857,0.0816,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the white tower throw the grey cube,throw,blue Sphere, ,grey Cube,theme ,white Tower,agent ,0.0000,0.4751,0.3256,0.0000,0.0000,0.6035,0.0000,0.0000,0.0000,0.0000,0.0686,0.4256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0318,0.4313,0.0000,0.0000,0.9980,0.0000,0.0000,0.0000,0.0191,0.9872,0.8989,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.0000,0.3377
the red cylinder roll the blue cone to the yellow tower,roll,yellow Tower,recipient ,red Cylinder,agent ,blue Cone,theme ,0.0000,0.3941,0.9164,0.0000,0.0000,0.4732,0.0000,0.0000,0.0000,0.0000,0.9382,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9925,0.1029,0.9992,0.0000,0.0000,0.9693,0.9880,0.0000,0.2059,0.9066,0.9747,0.0000,0.0000,0.4306,0.0000,0.0000,0.3231,0.3332,0.3310,0.8332
the green cylinder throw the red sphere to the white tower,throw,red Sphere,theme ,green Cylinder,agent ,white Tower,recipient ,0.0000,0.4295,0.9150,0.0000,0.0000,0.4463,0.0000,0.0000,0.0000,0.0000,0.7688,0.2942,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9124,0.7950,0.0014,0.0000,0.1193,0.8279,0.9998,0.0000,0.9965,0.9487,0.0207,0.6323,0.0000,0.0000,0.6053,0.0000,0.0000,0.1000,0.3390,0.3543
the green dome spin,spin,green Dome,agent ,white Cube, ,blue Cylinder, ,0.0000,0.1984,0.6996,0.0000,0.0000,0.4981,0.0000,0.0000,0.0000,0.0000,0.0000,0.1083,0.2988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3590,0.3926,0.0000,0.0000,0.0000,0.0000,0.3389,0.0000,0.0188,0.0208,0.0788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9921,0.1000,0.1000
the blue tower spin,spin,white Cylinder, ,red Dome, ,blue Tower,agent ,0.0000,0.4865,0.7024,0.0000,0.0000,0.1889,0.0000,0.0000,0.0000,0.0000,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3807,0.1162,0.0000,0.3775,0.0000,0.0000,0.0000,0.0787,0.0185,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the yellow tower roll the blue cone,roll,red Cube, ,blue Cone,theme ,yellow Tower,agent ,0.0000,0.4412,0.4137,0.0000,0.0000,0.6023,0.0000,0.0000,0.0000,0.0000,1.0000,0.9770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1057,0.9795,0.2633,0.0000,0.2467,0.0000,0.0000,0.0000,0.0208,0.9969,0.9280,0.0000,0.3734,0.0000,0.0000,0.2549,0.0000,0.1000,0.8662,0.3398
the blue cone give the yellow dome to the red tower,give,red Tower,recipient ,blue Cone,agent ,yellow Dome,theme ,0.0000,0.8023,0.9150,0.0000,0.0000,0.8269,0.0000,0.0000,0.0000,0.0000,0.9916,1.0000,0.9775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7952,0.1457,0.0000,0.1134,0.7952,0.7409,0.0000,0.9635,0.9737,0.9961,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3518,0.3447,0.1000
the green sphere spin,spin,green Sphere,agent ,white Cylinder, ,grey Tower, ,0.0000,0.1936,0.6878,0.0000,0.0000,0.5057,0.0000,0.0000,0.0000,0.0000,0.0000,0.1055,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4730,0.0000,0.2199,0.4586,0.0000,0.0000,0.0185,0.0202,0.0809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9714,0.1000,0.1000
the yellow dome throw the red tower to the grey cylinder,throw,yellow Dome,agent ,grey Cylinder,recipient ,red Tower,theme ,0.0000,0.4303,0.4726,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.2997,0.5232,0.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2008,0.0000,0.9991,0.0000,0.8179,0.9238,0.7952,0.0000,0.9479,0.0189,0.9960,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3493,0.3502,0.1000
the grey tower give the white cylinder to the blue dome,give,white Cylinder,theme ,blue Dome,recipient ,grey Tower,agent ,0.0000,0.9150,0.8455,0.0000,0.0000,0.8005,0.0000,0.0000,0.0000,0.0000,1.0000,0.7758,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7692,0.7952,0.0000,1.0000,0.0000,0.3204,0.0000,0.9958,0.9692,0.9603,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3502,0.3277
the yellow tower roll the red cone,roll,grey Cylinder, ,yellow Tower,agent ,red Cone,theme ,0.0000,0.3937,0.4567,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.9488,0.8595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9989,0.0121,0.1249,0.0000,0.0000,0.0000,0.4208,0.0000,0.0204,0.9146,0.9927,0.0000,0.0000,0.2415,0.0000,0.0000,0.0947,0.1000,0.3405,0.8107
the red cube kick the green dome,kick,red Cube,agent ,green Dome,theme ,blue Sphere, ,0.0000,0.4812,0.3905,0.0000,0.0000,0.7820,0.0000,0.0000,0.0000,0.0000,0.0929,0.2999,0.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6931,0.4675,0.7995,0.0000,0.0000,0.9749,0.1509,0.0000,0.9222,0.9737,0.0188,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3303,0.1000,0.1000
the green cone roll the red sphere,roll,green Cone,agent ,red Sphere,theme ,blue Cylinder, ,0.0000,0.5231,0.3948,0.0000,0.0000,0.5340,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.3071,0.4791,0.0000,0.0000,0.9742,0.0000,0.0000,0.9231,0.9964,0.0192,0.0000,0.4811,0.0000,0.0000,0.4402,0.0000,0.3454,0.9414,0.1000
the blue tower give the white sphere to the grey cone,give,grey Cone,recipient ,blue Tower,agent ,white Sphere,theme ,0.0000,0.8028,0.9150,0.0000,0.0000,0.7799,0.0000,0.0000,0.0000,0.0000,0.9954,1.0000,0.9441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,0.7981,0.0000,0.0000,0.4857,0.7952,0.7646,0.0000,0.9076,0.9800,0.9962,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3404,0.3589,0.1000
the blue tower give the green cone to the grey sphere,give,grey Sphere,recipient ,blue Tower,agent ,green Cone,theme ,0.0000,0.8028,0.9150,0.0000,0.0000,0.7621,0.0000,0.0000,0.0000,0.0000,0.9945,0.9276,0.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,0.7944,0.0000,0.0000,0.2171,0.7952,0.7956,0.0000,0.9482,0.9768,0.9962,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3397,0.3454,0.1000
the white cylinder kick the green tower to the yellow cube,kick,green Tower,theme ,yellow Cube,recipient ,white Cylinder,agent ,0.0000,0.9112,0.4850,0.0000,0.0000,0.3962,0.0000,0.0000,0.0000,0.0000,0.2995,0.9418,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9990,0.9882,0.4584,0.0000,0.9879,0.0000,0.9977,0.0000,0.9841,0.0187,0.9287,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3574,0.3434
the grey cone throw the green cylinder,throw,grey Cone,agent ,yellow Cube, ,green Cylinder,theme ,0.0000,0.4330,0.4781,0.0000,0.0000,0.8692,0.0000,0.0000,0.0000,0.0000,0.2993,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8582,0.0000,0.1525,0.9978,0.0000,0.0000,0.9426,0.0199,0.9823,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3374,0.1000,0.0000
the yellow cube throw the white cone,throw,white Cone,theme ,yellow Cube,agent ,red Sphere, ,0.0000,0.4769,0.9097,0.0000,0.0000,0.4383,0.0000,0.0000,0.0000,0.0000,0.7699,0.2945,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9977,0.0000,0.0000,0.0000,0.4578,0.2344,0.9062,0.0000,0.9823,0.9486,0.0212,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.3431,0.1000
the grey cube roll the yellow cylinder,roll,yellow Cylinder,theme ,blue Dome, ,grey Cube,agent ,0.0000,0.6364,0.2874,0.0000,0.0000,0.4012,0.0000,0.0000,0.0000,0.0000,0.2999,0.9114,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6268,0.7877,0.0000,0.9667,0.5772,0.1517,0.0000,0.9964,0.0211,0.8990,0.1646,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.3458
the blue sphere hop,hop,white Cone, ,blue Sphere,agent ,yellow Tower, ,0.0000,0.1717,0.4908,0.0000,0.0000,0.5672,0.0000,0.0000,0.0000,0.0000,1.0000,0.2955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,0.9915,0.0784,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow cube flip,flip,green Cone, ,red Cylinder, ,yellow Cube,agent ,0.0000,0.5023,0.2463,0.0000,0.0000,0.7206,0.0000,0.0000,0.0000,0.0000,0.2998,0.3971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1643,0.1086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0800,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the yellow cylinder roll the blue dome,roll,blue Dome,theme ,grey Cube, ,yellow Cylinder,agent ,0.0000,0.5512,0.3550,0.0000,0.0000,0.4056,0.0000,0.0000,0.0000,0.0000,0.2997,0.9282,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8775,0.5430,0.0000,0.0000,0.9901,0.6944,0.0460,0.0000,0.9956,0.0207,0.9149,0.2417,0.0000,0.0000,0.3842,0.0000,0.0000,0.8726,0.1000,0.3339
the red cylinder spin,spin,white Cone, ,red Cylinder,agent ,blue Tower, ,0.0000,0.6981,0.5070,0.0000,0.0000,0.2053,0.0000,0.0000,0.0000,0.0000,0.2984,0.0000,0.0932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4803,0.0000,0.0000,0.0000,0.0000,0.1865,0.4594,0.0000,0.0819,0.0216,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9857,0.1000
the yellow cone flip,flip,white Dome, ,grey Sphere, ,yellow Cone,agent ,0.0000,0.5131,0.0718,0.0000,0.0000,0.5544,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.0819,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8666
the green cone spin,spin,green Cone,agent ,white Cube, ,yellow Sphere, ,0.0000,0.2116,0.7011,0.0000,0.0000,0.5104,0.0000,0.0000,0.0000,0.0000,0.0000,0.1034,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0248,0.0346,0.2340,0.0000,0.0000,0.2242,0.0189,0.0000,0.0215,0.0208,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the grey sphere flip,flip,green Cylinder, ,grey Sphere,agent ,yellow Dome, ,0.0000,0.7706,0.4918,0.0000,0.0000,0.2729,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2780,0.0000,0.1620,0.0000,0.0015,0.0704,0.4386,0.0000,0.0787,0.9793,0.0197,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8424,0.1000
the green cone kick the blue cylinder,kick,green Cone,agent ,yellow Cube, ,blue Cylinder,theme ,0.0000,0.3942,0.5910,0.0000,0.0000,0.4894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0997,0.9479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5480,0.9979,0.0000,0.5454,0.3701,0.0000,0.0000,0.9155,0.0200,0.9764,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3594,0.1000,0.1000
the yellow dome flip,flip,yellow Dome,agent ,red Cone, ,green Cube, ,0.0000,0.8390,0.3328,0.0000,0.0000,0.4929,0.0000,0.0000,0.0000,0.0000,0.0982,0.0000,0.8817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2976,0.3580,0.8245,0.0000,0.3772,0.8849,0.0000,0.0000,0.9857,0.0794,0.0192,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8485,0.1000,0.1000
the yellow tower flip,flip,grey Dome, ,yellow Tower,agent ,white Cube, ,0.0000,0.8402,0.5066,0.0000,0.0000,0.3468,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9808,0.2430,0.2271,0.0000,0.2391,0.0000,0.9687,0.0000,0.0808,0.9857,0.0205,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8666,0.1000
the green cylinder kick the red sphere,kick,blue Cone, ,green Cylinder,agent ,red Sphere,theme ,0.0000,0.3948,0.5386,0.0000,0.0000,0.5569,0.0000,0.0000,0.0000,0.0000,0.9382,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9807,0.0000,0.1533,0.0000,0.0000,0.6726,0.4328,0.0000,0.0186,0.9217,0.9753,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3446,0.1000
the white sphere flip,flip,yellow Cone, ,white Sphere,agent ,grey Cube, ,0.0000,0.6715,0.4855,0.0000,0.0000,0.1656,0.0000,0.0000,0.0000,0.0000,1.0000,0.2986,0.1094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790,0.9793,0.0180,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.7979,0.1000
the green dome throw the grey sphere,throw,white Cone, ,grey Sphere,theme ,green Dome,agent ,0.0000,0.7086,0.4023,0.0000,0.0000,0.5069,0.0000,0.0000,0.0000,0.0000,0.1724,0.6830,0.2939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0624,0.6752,0.9467,0.0000,0.9975,0.3339,0.0000,0.0000,0.0186,0.9834,0.9389,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.0000,0.3497
the white cube hop,hop,white Cube,agent ,red Cone, ,green Sphere, ,0.0000,0.0367,0.4608,0.0000,0.0000,0.4966,0.0000,0.0000,0.0000,0.0000,0.2991,0.0918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1906,0.0000,0.0000,0.0000,0.9915,0.0209,0.0784,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red sphere roll the grey dome to the blue cube,roll,grey Dome,theme ,red Sphere,agent ,blue Cube,recipient ,0.0000,0.4737,0.8948,0.0000,0.0000,0.3993,0.0000,0.0000,0.0000,0.0000,0.9418,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9412,0.5740,0.5224,0.0000,0.9887,0.0000,0.9801,0.0000,0.9904,0.9286,0.4202,0.3116,0.0000,0.0000,0.2553,0.0000,0.0000,0.9985,0.3485,0.3427
the blue cube roll the white cone,roll,white Cone,theme ,blue Cube,agent ,yellow Tower, ,0.0000,0.4297,0.8030,0.0000,0.0000,0.4178,0.0000,0.0000,0.0000,0.0000,0.9546,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7519,0.9923,0.6515,0.0000,0.1559,0.0000,0.9685,0.0000,0.9967,0.9225,0.0218,0.4312,0.0000,0.0000,0.3230,0.0000,0.0000,0.7842,0.3566,0.1000
the grey cube give the white tower to the red sphere,give,white Tower,theme ,red Sphere,recipient ,grey Cube,agent ,0.0000,0.9150,0.7553,0.0000,0.0000,0.8025,0.0000,0.0000,0.0000,0.0000,1.0000,0.7916,0.9277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,0.8108,0.7937,0.0000,0.9998,0.2708,0.0000,0.0000,0.9962,0.9394,0.9793,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3457,0.3505
the white dome flip,flip,yellow Sphere, ,white Dome,agent ,blue Cylinder, ,0.0000,0.2126,0.4987,0.0000,0.0000,0.6903,0.0000,0.0000,0.0000,0.0000,0.7792,0.3000,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1432,0.0000,0.0000,0.1742,0.0000,0.0000,0.0000,0.0194,0.9857,0.0803,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the blue sphere hop,hop,yellow Tower, ,blue Sphere,agent ,green Cylinder, ,0.0000,0.1777,0.4914,0.0000,0.0000,0.5693,0.0000,0.0000,0.0000,0.0000,0.0382,0.2974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5008,0.0000,0.8525,0.2077,0.0000,0.0000,0.0201,0.9915,0.0782,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the grey cylinder throw the red cube,throw,red Cube,theme ,blue Tower, ,grey Cylinder,agent ,0.0000,0.6638,0.5185,0.0000,0.0000,0.3903,0.0000,0.0000,0.0000,0.0000,0.0000,0.7593,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8451,0.9981,0.0547,0.0000,0.6315,0.0000,0.5781,0.0000,0.9839,0.0196,0.9399,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3299
the blue cylinder roll the yellow sphere,roll,yellow Sphere,theme ,green Tower, ,blue Cylinder,agent ,0.0000,0.6503,0.4787,0.0000,0.0000,0.4078,0.0000,0.0000,0.0000,0.0000,0.2985,0.9354,0.9765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5722,0.0000,0.0000,0.9700,0.6278,0.4399,0.0000,0.9935,0.0198,0.9232,0.4287,0.0000,0.0000,0.4402,0.0000,0.0000,0.9972,0.1000,0.3714
the yellow cube flip,flip,yellow Cube,agent ,blue Tower, ,white Dome, ,0.0000,0.6785,0.1877,0.0000,0.0000,0.4914,0.0000,0.0000,0.0000,0.0000,0.1080,0.2996,0.8497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4759,0.3089,0.0000,0.0000,0.2042,0.0000,0.0000,0.0000,0.9857,0.0797,0.0185,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the red cone kick the grey cube,kick,red Cone,agent ,grey Cube,theme ,white Dome, ,0.0000,0.4674,0.3999,0.0000,0.0000,0.9139,0.0000,0.0000,0.0000,0.0000,0.1091,0.0000,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8905,0.0000,0.0000,0.9508,0.6724,0.0000,0.9230,0.9751,0.0215,0.0000,0.6083,0.0000,0.0000,0.6401,0.0000,0.3472,0.1000,0.1225
the grey sphere throw the yellow tower to the red cube,throw,yellow Tower,theme ,red Cube,recipient ,grey Sphere,agent ,0.0000,0.9150,0.5052,0.0000,0.0000,0.4384,0.0000,0.0000,0.0000,0.0000,0.0000,0.7665,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9524,0.8183,0.0000,0.9986,0.0000,0.4759,0.0000,0.9951,0.0183,0.9477,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3371,0.3510
the yellow cylinder spin,spin,red Cube, ,grey Sphere, ,yellow Cylinder,agent ,0.0000,0.4967,0.6912,0.0000,0.0000,0.1880,0.0000,0.0000,0.0000,0.0000,0.0000,0.2989,0.2980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0000,0.0000,0.0092,0.0000,0.0000,0.0798,0.0195,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the green dome roll the blue sphere to the white tower,roll,green Dome,agent ,blue Sphere,theme ,white Tower,recipient ,0.0000,0.4839,0.3920,0.0000,0.0000,0.8990,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6502,0.9966,0.9602,0.0000,0.8029,0.9964,0.0000,0.0000,0.9232,0.9821,0.2043,0.0000,0.1633,0.0000,0.0000,0.0000,0.0000,0.3683,0.8210,0.3460
the grey sphere flip,flip,red Dome, ,green Tower, ,grey Sphere,agent ,0.0000,0.5050,0.7111,0.0000,0.0000,0.2321,0.0000,0.0000,0.0000,0.0000,0.2994,0.3636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0846,0.0000,0.0483,0.0000,0.0000,0.0000,0.0793,0.0217,0.9793,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.8485
the green tower kick the white sphere to the blue dome,kick,green Tower,agent ,blue Dome,recipient ,white Sphere,theme ,0.0000,0.3953,0.4831,0.0000,0.0000,0.9122,0.0000,0.0000,0.0000,0.0000,0.2999,1.0000,0.9222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9996,0.0000,0.9976,0.0000,0.3767,0.9973,0.9975,0.0000,0.9078,0.0199,0.9770,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3572,0.3513,0.1000
the grey cone throw the yellow sphere to the green dome,throw,green Dome,recipient ,yellow Sphere,theme ,grey Cone,agent ,0.0000,0.9150,0.4501,0.0000,0.0000,0.4533,0.0000,0.0000,0.0000,0.0000,1.0000,0.9576,0.2925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8175,0.9993,0.7952,0.0000,0.9089,0.2841,0.0000,0.0000,0.0205,0.9963,0.9437,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3398,0.1000,0.3477
the red dome flip,flip,white Cone, ,blue Cube, ,red Dome,agent ,0.0000,0.5087,0.8021,0.0000,0.0000,0.3225,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2746,0.2627,0.0000,0.4606,0.0000,0.0000,0.0000,0.0797,0.0220,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the yellow cube kick the blue cylinder,kick,yellow Cube,agent ,white Sphere, ,blue Cylinder,theme ,0.0000,0.4127,0.4880,0.0000,0.0000,0.8601,0.0000,0.0000,0.0000,0.0000,0.0000,0.1092,0.9174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9518,0.0000,0.0000,0.8148,0.1045,0.0000,0.9292,0.0211,0.9741,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3415,0.1000,0.1000
the green cylinder hop,hop,green Cylinder,agent ,grey Dome, ,yellow Sphere, ,0.0000,0.5468,0.0441,0.0000,0.0000,0.4970,0.0000,0.0000,0.0000,0.0000,0.0919,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3960,0.4111,0.0000,0.0000,0.4247,0.0000,0.0000,0.0000,0.9841,0.0783,0.0210,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.1000
